naam,geboortedata,Postcode,gift_given,gedrag
Melanie Elliott,2007-10-06,80008 59,True,goed
William Wilson,2010-07-15,73201 93,False,slecht
Anthony Brown,2020-08-31,87649 56,True,goed
David Mcdaniel,2016-04-09,05476 87,False,slecht
Whitney Davis,2008-01-27,18507 99,True,goed
James Cross,2012-08-29,28703 59,False,goed
Jessica Howard,2010-07-22,94208 5,False,slecht
Maria Taylor,2013-09-04,02556 73,True,goed
Meghan James,2009-07-04,90032 85,False,goed
George Larson,2017-05-26,18971 78,False,slecht
Eric Hamilton,2010-01-19,07541 74,True,slecht
Christopher Warren,2008-05-27,34487 85,True,slecht
Brian Tyler,2018-09-23,58589 63,False,slecht
Laura Hicks,2006-04-25,91505 96,True,goed
Brittney Johnson,2009-11-14,47462 50,False,goed
Alicia Fuentes,2016-01-08,81482 80,True,goed
Michelle Smith,2007-07-18,46291 19,False,slecht
Gina French,2010-09-01,09113 97,False,goed
Keith Morrison,2015-07-08,76480 75,False,goed
Richard Price,2019-09-24,25428 58,False,goed
Destiny Dixon,2010-01-04,35457 11,True,goed
Robert Lopez,2006-10-17,36468 98,True,goed
Robert Weaver,2010-06-15,85232 48,False,slecht
Donna Barnett,2004-09-15,51250 61,True,slecht
Jenna Ward,2021-11-22,98209 21,True,goed
Catherine Shepherd,2011-10-11,69294 16,True,goed
Kaylee Cole,2007-11-03,34981 26,True,goed
Paul Gaines,2005-02-16,29026 13,True,slecht
Mathew Rodriguez,2020-05-27,37195 49,True,goed
Matthew Anderson,2017-11-18,66133 62,True,goed
Katherine Harvey,2006-06-22,49638 35,False,goed
Caleb Jackson,2020-12-12,09128 58,False,slecht
Ian Mccoy,2017-04-22,34430 15,False,goed
Gabrielle Calderon,2011-03-10,12027 23,False,goed
Carol Snow,2006-03-20,13334 87,False,slecht
Steven Goodman,2018-01-31,40540 64,True,slecht
Benjamin Ortiz,2014-01-24,32860 15,False,slecht
Michelle Bowen,2004-07-17,73090 9,True,slecht
Erin Wilson,2020-05-17,92464 12,True,slecht
Julie Brown,2017-09-04,56174 79,True,goed
Ashley Taylor,2019-05-19,04255 83,False,goed
Benjamin Campbell,2012-11-29,05820 14,False,goed
Bryan Craig,2004-10-11,29595 39,False,goed
Adam Morales,2011-03-16,48623 70,False,goed
Thomas Colon,2013-07-28,33270 32,False,goed
Holly Montgomery,2014-12-05,41563 2,True,goed
Andrea Lawrence,2012-11-27,22577 97,False,slecht
Brianna Mcintosh,2008-12-14,06961 28,False,slecht
Jennifer Espinoza,2005-10-10,53915 59,True,slecht
Stephen Patterson,2006-09-15,76954 67,False,slecht
Sharon Pitts,2013-12-29,56421 7,False,goed
Carmen Beck,2008-09-25,27048 26,False,goed
Taylor Crawford,2019-08-21,89822 81,True,slecht
Michelle Burton,2013-07-10,29776 69,True,slecht
Linda Savage,2020-02-09,33699 22,True,goed
Joshua Lindsey,2022-03-11,07846 64,False,slecht
Jeffrey Martin,2014-07-17,47509 26,False,slecht
Andrew Davis,2009-03-23,70121 65,False,goed
Mr. Leonard Harris,2021-12-14,68785 4,True,goed
Brent Bernard,2010-04-13,15074 100,True,slecht
Steven Morris,2014-01-27,57098 12,True,slecht
Lauren Yang,2012-12-11,29405 14,False,slecht
Jimmy Garcia,2020-05-28,67564 58,True,goed
Donald Mitchell,2021-06-20,81767 75,False,slecht
Paul Martinez,2008-07-05,52181 15,True,goed
Derrick Torres,2009-12-25,55542 15,False,goed
Andrew Kelley,2021-11-28,53948 74,True,slecht
Michael Obrien,2014-04-13,89643 25,False,slecht
Sandra Baldwin,2017-01-25,50857 69,False,goed
Luis Shields,2015-12-30,67713 61,False,slecht
John Hall,2009-03-29,96409 72,True,slecht
Ashley King,2019-02-01,39274 17,True,slecht
Kevin Dickerson,2013-03-24,36441 96,True,goed
Kristy Kline,2020-12-06,19345 18,True,slecht
Mark Matthews,2022-02-24,82860 21,False,slecht
Christopher Henry,2019-06-26,72977 16,True,slecht
Bethany Lopez,2010-02-27,57113 40,True,slecht
Hannah Perez,2010-04-12,04925 42,False,slecht
Grace Wilson,2006-05-05,71403 9,True,slecht
Thomas King,2008-03-26,81888 49,True,slecht
Ashley Chambers,2009-05-30,95936 18,True,goed
Randy Tran,2013-01-21,49755 66,True,slecht
Monique Newman,2015-12-15,61576 7,True,slecht
Kayla Bailey,2019-06-12,41259 15,False,goed
Leslie Joseph,2021-08-10,64286 53,False,goed
Clinton Torres,2020-02-29,82021 66,True,goed
Jonathan Rodriguez,2012-06-26,24224 69,True,goed
Timothy Calderon,2015-10-23,42440 28,False,goed
Melissa Berry,2022-02-15,63471 54,False,goed
Kayla Gutierrez,2008-05-11,60711 49,True,goed
Kari Johnson,2020-04-16,69107 87,False,slecht
Charles Roberson,2006-03-13,40706 86,False,goed
Amber Moss,2019-09-14,95217 28,False,goed
Shannon Harris,2011-12-11,55599 75,True,slecht
Debbie Fuentes,2010-07-22,32952 13,False,slecht
Lucas Murray,2020-04-23,39843 89,False,slecht
Frank Washington,2010-01-23,87000 30,False,goed
Robert Cruz,2007-03-02,68975 23,False,goed
Heather Phillips,2012-06-14,31872 37,True,slecht
Teresa Sharp,2006-03-30,22241 95,False,goed
Peter Costa,2010-04-12,07327 80,True,slecht
Amanda Johnson,2009-03-19,80545 27,True,goed
Tyler Contreras,2016-06-10,46279 4,False,slecht
Robin Aguilar,2015-02-24,61340 36,False,goed
Kayla Webb,2018-05-02,83061 3,False,slecht
Rachel Green,2016-05-31,01987 73,False,slecht
Dustin Bishop,2015-07-19,92390 31,True,goed
Diana Morales,2013-04-26,59721 88,False,goed
Catherine Ayers,2005-08-10,31960 20,False,slecht
Rebecca Green,2009-09-23,45654 12,False,slecht
Christopher Cox MD,2017-03-12,81697 42,False,slecht
Crystal Knight,2017-07-30,65970 66,False,slecht
Jimmy Welch,2015-02-28,07807 65,True,slecht
David Johnson,2021-08-31,54566 27,False,slecht
Jeffrey Miller,2005-06-24,33181 98,False,goed
William Norman,2019-08-03,19716 76,True,slecht
Tyler Banks,2013-09-09,78357 67,False,slecht
Victor Wolf,2017-06-02,61375 8,True,slecht
Noah Welch,2021-01-14,56527 72,True,goed
Kimberly Fowler,2016-05-19,75534 36,False,slecht
Collin Perez,2014-01-17,21938 52,True,goed
Joshua Robinson MD,2009-01-01,02537 95,False,goed
Michele Bell,2012-01-13,35004 47,True,slecht
Jason Hill,2012-12-23,07778 59,False,goed
Cynthia Ramirez,2007-03-18,70688 7,True,slecht
Haley Pollard,2010-06-01,06065 12,True,slecht
Lisa Richards,2014-08-31,89082 52,True,slecht
Amanda Tucker,2014-12-20,37701 48,True,goed
Michelle Chambers,2020-04-29,22574 86,True,slecht
Sean Herrera,2013-12-18,23541 13,False,slecht
Matthew Adkins,2009-09-11,90033 14,False,slecht
Cameron Miller,2016-11-02,45563 5,True,slecht
Elizabeth Ford,2015-02-13,01284 18,True,slecht
Jordan Baker,2005-09-08,37377 8,False,goed
Shelia Strong,2008-01-02,95132 47,False,goed
Brianna Phillips,2015-07-23,25237 79,False,goed
Austin Davis,2010-01-19,02385 67,True,goed
Susan Sullivan,2006-08-02,65442 61,False,slecht
Chelsea Chung,2012-11-29,12133 40,False,goed
David Solis,2015-06-14,10146 55,False,goed
Ms. Jessica Murphy,2006-07-22,02185 72,False,slecht
Danny Atkins,2015-10-26,83329 77,False,slecht
Jennifer Raymond,2021-12-17,65210 51,False,goed
Melissa Grant,2021-09-15,63028 70,False,slecht
Rebecca Scott,2005-08-29,44143 67,False,goed
Kenneth Murphy,2021-12-16,64049 88,False,goed
Paul Abbott,2015-05-24,28727 43,False,slecht
Douglas Ross,2006-06-17,06616 60,True,slecht
Diana Sloan,2018-02-04,19455 40,True,goed
Jennifer Miller,2008-04-29,37228 59,False,slecht
Mary Smith,2005-10-29,87476 81,False,goed
Audrey Newton,2014-04-07,11883 39,False,goed
Debbie Rogers,2017-02-25,22926 99,True,slecht
Deanna Garza,2011-08-30,18516 89,True,goed
Scott Nixon,2017-07-11,78785 80,True,slecht
Antonio Suarez,2004-09-10,14892 70,True,slecht
Joseph Mccann,2017-07-08,79025 85,True,slecht
Robert Munoz,2009-04-09,92482 88,True,goed
Sherri Weeks,2007-11-12,90946 62,False,slecht
Tanner Johnson,2014-04-20,30717 63,False,goed
Deborah Roth,2011-03-13,22746 53,False,goed
Amy Murphy,2008-05-18,61502 60,True,goed
Fred Stout,2014-03-18,88684 38,True,slecht
Dr. Sabrina Stewart,2009-02-22,98468 32,False,goed
Kristin Fitzgerald,2021-04-05,62278 62,True,goed
Heather Kennedy,2013-07-13,87791 68,False,slecht
Mrs. Amy Alvarez,2021-10-13,87575 33,True,slecht
Michael Hawkins,2013-02-07,17029 15,False,slecht
Michelle Williams MD,2020-10-04,25341 61,True,goed
Renee Briggs,2015-09-03,15846 13,True,goed
William Lee,2007-12-22,19183 2,False,slecht
Diane Charles,2012-11-02,54822 34,True,slecht
Brandy Holland,2016-05-04,91605 11,True,slecht
