naam,geboortedata,Postcode,gift_given,gedrag
Patrick Scott,2005-07-11,88108 26,True,slecht
Joshua Oneill,2019-10-09,04605 47,False,goed
Scott Walsh DDS,2004-09-16,72074 62,False,slecht
Tonya Hughes,2014-12-28,78163 30,False,slecht
Jason Porter,2021-10-05,47970 8,True,slecht
Cristina Gibson,2006-08-06,79381 54,True,slecht
Danielle Olson,2018-10-30,60942 26,True,slecht
Ashley Mcdaniel,2009-06-24,62739 81,False,goed
John Hardy,2019-06-03,07039 8,True,goed
Dr. Daniel Rosario,2016-04-05,77291 16,True,goed
Patrick Harris,2022-04-07,24351 100,True,goed
Brenda Yang DVM,2008-10-14,09081 60,True,slecht
Theresa Hurley,2020-01-30,56035 8,True,goed
Mark Roberts,2013-04-22,40652 77,True,goed
Brian Bell,2020-06-02,65154 76,False,goed
Eric Chavez,2013-12-09,85747 43,False,slecht
Daniel Williams,2018-12-04,88337 13,True,goed
Monica Rogers,2017-08-26,70688 17,True,slecht
Thomas Villanueva,2006-10-18,04545 71,False,slecht
Jason Dean,2010-05-05,80002 80,False,slecht
Timothy Chavez,2011-11-06,58942 15,False,goed
Tammy Hall,2006-04-23,75434 52,False,goed
Peggy Ramos,2017-05-26,06235 42,False,goed
Shane Shelton,2005-04-10,82047 37,False,goed
Pamela Tucker,2014-11-27,95486 62,False,slecht
Michael Flores,2012-10-10,30157 17,True,slecht
Leslie Schaefer,2008-05-03,29915 6,False,slecht
Colton Gray,2005-02-20,58081 53,True,goed
Thomas Cooke,2006-12-09,56505 82,False,goed
Cody Thomas,2021-08-14,33920 17,True,slecht
Nicholas Thompson,2011-01-26,05670 8,True,slecht
Katie Holland,2012-03-29,47454 6,False,slecht
Judith Santos,2014-10-17,84244 95,False,goed
Casey Hoffman,2017-09-16,29289 25,False,goed
Kelly Mcclain,2016-10-04,57643 33,False,slecht
Casey Golden,2018-03-25,24453 90,False,slecht
Katelyn Smith,2019-09-02,17020 22,True,goed
Rachel Beck,2013-08-26,75935 76,True,goed
Angel Mosley,2011-03-08,59297 53,False,slecht
Jose Holmes,2020-12-09,79114 29,True,slecht
Dr. Aaron Burgess,2017-04-09,27810 35,False,slecht
Kimberly Watson,2011-03-10,05889 49,False,goed
Carrie Church,2015-08-10,87075 38,True,slecht
Joseph Dawson,2016-03-29,17446 69,True,slecht
Kirsten Griffith,2013-01-24,02691 71,True,slecht
Zachary Stewart,2019-10-26,10914 85,False,slecht
Mrs. Deborah Crawford,2014-05-06,38080 49,True,goed
Joseph Riggs,2012-02-11,59778 75,False,goed
Nicole Patterson,2018-11-23,17261 35,False,goed
Nicole Jones,2022-03-14,13201 72,False,slecht
Mallory Hodge,2008-03-14,65339 11,True,goed
Ann Gould,2014-02-23,31723 12,False,slecht
Jennifer Robinson,2009-10-10,77111 45,True,goed
Allen Copeland,2013-08-26,20181 63,False,goed
Sabrina Duncan,2007-07-21,35547 31,True,goed
Adriana Jordan,2012-06-01,38205 82,False,slecht
Jennifer Bonilla,2019-02-09,04818 30,False,slecht
Jeffrey Lewis,2020-06-17,01449 60,True,goed
Tonya Hunt,2007-12-25,37989 49,True,goed
Robert Cline,2013-12-26,20960 36,True,goed
Jeffrey Sandoval,2016-06-26,17390 24,False,goed
Scott Horne,2018-06-17,77848 5,False,goed
Claudia Smith,2021-03-09,81878 42,False,slecht
John Everett,2009-03-05,02773 89,True,goed
Justin White,2020-05-08,84396 21,False,goed
Mary Franklin,2014-11-27,82767 98,True,goed
Mark Gonzalez,2014-05-11,86379 11,False,slecht
Ashley Williams,2010-08-24,48509 45,False,goed
Kelsey Pittman,2022-01-02,08547 83,False,slecht
Carla Carpenter,2007-04-08,61588 74,False,goed
Anthony Horne,2009-05-10,30170 29,False,goed
Jason Keller,2021-08-08,63942 65,False,slecht
Stacy Hernandez,2007-12-17,82501 89,True,slecht
Hunter Smith,2020-05-07,04379 81,True,goed
Kathy Rodgers,2019-10-28,27817 18,False,slecht
Alan Lewis,2012-05-09,77722 21,False,goed
Emily Jones,2016-08-08,48750 100,True,slecht
Paul Avila,2005-11-08,58574 86,True,goed
Allen Baker,2007-08-05,20113 9,False,slecht
Henry Turner,2007-09-01,19196 54,True,slecht
Karen Beck,2006-06-24,54797 15,True,goed
Tracy Aguirre,2010-12-31,21585 42,True,slecht
Philip White,2018-06-15,51813 44,False,goed
James Bailey,2015-07-13,71503 39,False,slecht
Maria Reed,2006-03-22,34494 40,False,goed
Zachary Allen,2017-03-25,08811 66,True,goed
Diana Nelson,2006-02-15,88935 65,True,slecht
Brian Kelley,2015-12-13,04609 59,False,slecht
Rodney Jenkins,2010-10-19,62756 8,False,slecht
Catherine Parker,2019-12-26,96177 70,False,slecht
Donald Baird,2016-06-22,46273 55,True,goed
Ashley Perez,2015-07-24,92734 63,False,goed
Miguel Taylor,2015-11-21,20533 12,False,goed
Julie Cook,2013-11-21,40164 99,False,goed
Allison Robbins,2015-02-27,66550 83,False,goed
Jason James,2018-06-03,98918 97,False,slecht
Daniel Love Jr.,2011-09-01,81043 96,True,slecht
Linda Noble,2017-10-13,55488 41,False,goed
Glenn Hill,2013-08-01,44445 10,True,goed
Sharon Estrada,2015-09-07,62752 71,False,goed
Angela Wallace,2020-07-06,73834 97,False,slecht
Justin Young,2021-05-21,85039 27,False,slecht
George Owens,2012-08-15,31118 85,False,goed
Michelle Oconnor,2018-05-15,59417 98,False,slecht
Christopher Thomas,2011-10-17,10285 100,False,goed
Matthew Serrano,2009-11-21,08646 34,False,goed
Ashley Brooks,2020-12-10,16279 19,True,goed
Amanda Smith,2019-11-11,57903 50,False,slecht
Pamela Smith,2008-09-23,97277 12,True,goed
Michael Walsh,2020-03-07,91726 85,True,goed
Crystal Nichols,2020-09-19,96417 60,True,slecht
Tanya Pearson,2008-08-05,16590 57,False,goed
Dr. Larry Estrada DDS,2013-08-02,43661 61,True,goed
Ashley Wilson,2009-10-11,10709 90,False,goed
Jenny Mendoza,2020-07-03,29020 96,False,slecht
Ashley Mullins,2007-09-11,36304 2,True,goed
Jo Walsh,2020-08-29,56205 63,False,slecht
Julian Alvarez,2013-02-02,84219 96,True,slecht
Yolanda Foster,2005-01-28,64184 78,True,slecht
Bradley Robinson,2008-10-19,03403 9,True,slecht
Thomas Dougherty,2015-03-12,18925 70,False,goed
Joseph Gregory,2017-07-07,24084 9,True,slecht
Shelby Herring,2015-09-25,07023 16,False,slecht
Jennifer Wells,2018-10-22,08691 52,False,goed
Jared Murphy,2009-02-19,16377 27,True,goed
Shannon Mitchell,2021-04-14,61650 43,True,goed
Amanda Werner,2004-12-29,15246 78,False,goed
Jerry Hernandez,2014-05-25,14045 23,False,slecht
Rachel Whitney,2008-03-11,20015 98,True,goed
Donald Huerta,2012-11-03,23793 99,False,slecht
Denise Bowen,2009-07-19,63591 24,True,goed
Jodi Castaneda,2006-06-15,51633 64,False,slecht
Mark Huynh,2022-05-10,53228 84,True,goed
Kevin Pham,2006-03-04,52186 81,True,goed
Danny Howe,2012-09-26,38476 14,False,goed
Lisa Bender,2007-05-23,35145 46,True,slecht
Larry Gonzalez,2019-01-26,06834 21,False,slecht
Charles Rodgers,2015-10-01,18761 7,True,goed
Robin Hamilton,2020-01-31,96626 67,False,slecht
Sarah Curtis,2016-07-06,95996 80,False,goed
Rachel Martin,2007-01-16,60636 22,False,goed
Cathy Evans,2004-06-17,43868 99,True,goed
Alicia Flores,2015-10-20,98423 77,True,slecht
Dr. Andrea Ayala PhD,2016-05-28,30901 2,False,goed
Julia James,2007-03-05,76207 83,False,slecht
Laura Wood,2011-11-02,02768 44,False,slecht
Amy Martinez,2017-02-19,81640 61,True,slecht
Christina Russell,2016-07-22,51629 88,False,goed
Tyler Campbell,2022-04-22,28847 71,False,slecht
Sharon White,2019-09-08,87694 89,True,slecht
Rebecca Hayes,2014-05-17,21643 42,False,goed
Tara Lowe,2020-08-16,88915 17,True,slecht
Jeffrey Miller,2016-12-16,63812 95,True,goed
Colleen Dickerson,2005-11-07,23697 3,True,slecht
Diana Castillo,2021-09-09,25677 51,True,slecht
Bethany Thomas,2010-08-12,27748 29,False,slecht
Tricia Johnson,2013-02-16,06061 26,True,goed
Joshua Monroe,2012-09-25,98437 68,False,slecht
Tiffany Ortiz,2011-10-21,17394 11,False,goed
Donna Caldwell,2005-01-29,14430 74,False,goed
Stephen Stewart,2019-05-14,23317 3,True,goed
Christian Davis,2008-08-02,94041 94,True,slecht
Brittany Lucas,2013-08-17,14082 87,False,goed
Diana Cole,2016-10-23,84545 98,False,goed
Douglas Manning,2014-02-02,21956 55,False,goed
Ryan Perkins,2005-06-03,17104 73,True,goed
Nathaniel Todd,2021-08-14,02699 96,False,slecht
Andrew Woods,2005-06-21,16747 92,False,slecht
Ashley Roberts,2008-08-02,68611 80,False,slecht
Katherine Mendoza,2004-05-16,32255 23,False,goed
Brittany Carter,2018-12-31,37439 68,True,slecht
Claudia Evans,2006-11-01,54790 41,False,slecht
James Mclean,2022-05-10,98929 83,True,goed
Derek Maxwell,2004-06-08,65671 2,False,slecht
Diane Lee,2004-05-13,73770 67,False,slecht
Katherine Houston,2012-03-26,86428 70,False,goed
Zachary Yoder,2017-09-01,89714 3,False,goed
Jeremy Wise,2013-03-14,54451 6,False,goed
