naam,geboortedata,Postcode,gift_given,gedrag
Ray Smith,2010-10-28,15503 42,True,slecht
Matthew Taylor,2019-08-19,01593 14,True,slecht
Jessica Ferrell,2007-12-14,16463 35,True,slecht
Sherri George,2010-08-23,62509 99,True,slecht
Ryan Stevens,2021-09-23,61899 92,False,goed
Tara Hamilton,2007-04-15,45009 98,False,goed
Ashley Perkins,2010-03-25,88433 8,True,slecht
Devon Sutton,2016-11-13,70987 26,False,slecht
Justin Webster,2014-12-19,80884 92,False,slecht
Monique Drake,2015-08-18,12299 78,True,goed
Jessica Stevens,2021-10-11,32021 58,False,goed
Joseph Rice,2015-02-16,66427 17,True,goed
Shane Mccoy,2019-04-18,83818 23,False,slecht
Kenneth Jackson,2014-05-07,69484 12,True,slecht
Sierra Hill,2012-11-07,76952 49,False,slecht
Alexis Horne,2007-07-03,12845 7,False,goed
Jasmine Sanchez,2005-07-15,20806 23,False,slecht
Monique White,2009-01-18,04513 10,True,goed
Randy Stone,2020-11-24,06241 6,True,goed
Christopher Mendez,2006-05-31,78890 90,True,goed
Julie Manning,2014-02-10,03065 1,True,slecht
Frank Wilson,2021-10-22,13713 42,True,goed
Stephen Price,2019-02-12,91250 45,False,goed
Corey Williams,2018-07-26,95064 98,False,slecht
Matthew Dixon,2013-05-24,13867 91,True,slecht
Nicolas Davis,2021-06-28,21229 38,True,goed
Ryan Blake,2007-08-15,73330 50,True,goed
Emily Paul,2007-02-04,62463 89,True,slecht
Erica Williams,2012-06-07,88256 89,True,goed
Joseph Morris,2008-04-08,76290 41,True,goed
Melissa Weaver,2016-11-08,05928 56,False,slecht
Miss Rachel Wilkins,2008-10-07,97625 12,True,slecht
Joel Franco,2008-08-27,58146 60,True,goed
Alexandra Harper,2006-01-01,52631 15,False,slecht
Ashley Jones,2010-08-02,01401 95,True,slecht
Matthew Copeland,2020-10-27,09246 45,True,goed
Ashley Roberts,2020-12-15,80868 100,False,goed
Christina Evans,2016-06-05,63829 100,True,goed
Gavin Mason,2011-05-13,18084 58,False,goed
Patrick Brown,2016-08-13,69571 64,True,goed
Michelle Hughes,2011-06-05,54808 94,False,goed
Jeffrey Griffin,2015-02-24,20833 92,True,goed
Anna Harris,2013-11-04,96811 16,False,goed
Emily Tucker,2004-08-19,32628 57,True,slecht
Jeffrey Smith,2010-01-29,63209 49,True,slecht
Dr. Anna Perez,2021-03-06,48288 72,True,goed
Don Lee,2019-06-01,20347 82,True,goed
Kari Hall,2010-01-13,58677 99,False,slecht
Michelle Munoz,2006-12-11,60383 15,True,slecht
Gabriel Austin,2020-02-10,22588 59,True,goed
Gary Torres III,2012-11-07,25533 66,False,goed
Mark Jones,2008-09-08,30316 13,True,slecht
Travis Fisher,2017-12-04,86909 55,False,slecht
Edward Contreras,2021-02-26,56699 97,True,slecht
Scott Johnson,2018-04-30,03426 31,True,slecht
Marcus Day,2015-06-01,98476 47,False,goed
Noah Cain,2013-07-24,54871 41,True,slecht
Alyssa Leonard,2016-12-05,05539 41,False,slecht
George Hamilton,2012-06-08,66249 94,True,slecht
Jennifer Clay,2005-10-11,12754 2,True,goed
Ryan Miller,2015-11-11,56251 9,False,goed
Jason Pham,2004-06-30,57602 33,False,slecht
David Arroyo,2013-10-27,14338 21,True,goed
Jennifer Estes,2011-02-28,55736 48,False,slecht
Caroline Taylor,2021-08-15,02399 72,False,slecht
David Morales,2006-05-24,99681 13,True,slecht
Michael Williams,2021-12-10,49509 66,True,slecht
Michelle Brown,2017-04-17,72217 84,True,goed
Melissa Clark,2005-12-18,39900 95,False,slecht
Carl Walters,2011-04-07,88574 23,False,goed
Diana Jennings,2017-09-18,69862 68,True,goed
Steven James,2009-05-17,56874 46,True,slecht
Nicole Rogers,2011-07-15,66872 99,True,slecht
Catherine Frey,2014-06-05,21715 82,False,slecht
William Tucker Jr.,2016-05-08,62122 35,True,goed
Henry Scott,2011-02-25,84596 3,True,slecht
Adrian Richards,2008-06-25,86252 62,False,slecht
Cheryl Harper,2005-04-27,75454 40,True,slecht
James Thompson,2014-06-20,26156 74,False,goed
Kayla Miller,2009-03-16,37376 33,True,goed
Michael Garza,2015-02-02,61691 8,True,slecht
Ashlee Walker,2009-06-26,59725 10,False,slecht
Jeffrey Terry,2014-06-08,49929 48,True,goed
Trevor Rios,2018-02-06,76566 67,False,goed
Michele Conrad,2005-12-03,92196 2,False,slecht
John Ferguson,2004-11-28,20898 36,False,slecht
Sheri Phillips,2005-03-20,40255 82,False,goed
Melissa Thompson,2022-02-21,67325 82,True,slecht
Kevin Johnston,2019-06-11,03307 62,False,goed
Jeremy Baird,2021-03-29,14002 66,False,slecht
Mr. Charles Mitchell MD,2009-08-20,38077 52,False,slecht
Katherine Jensen,2006-11-18,11079 95,False,slecht
Jeffery Smith,2019-09-24,73800 37,True,slecht
Laurie Berger,2008-03-23,09693 21,True,goed
Sarah Adams,2017-03-10,75472 95,False,goed
Brent Macdonald,2020-11-25,48441 90,True,slecht
Cindy Brooks,2004-09-28,56087 50,True,slecht
Kylie Hoffman,2011-04-12,52281 72,True,goed
Alejandro Long,2011-10-02,46748 95,False,goed
Grace Mckee,2016-12-28,81262 60,False,goed
Lydia Patton,2016-03-16,18122 31,True,slecht
Carlos Nelson,2018-10-06,57181 95,True,goed
James Bradley,2010-09-18,36644 15,False,slecht
Rhonda Wilcox,2010-10-19,96459 19,False,goed
Sarah Gates,2008-06-19,64546 41,False,slecht
Kelly Martinez,2021-10-19,93951 90,True,goed
Kristen Torres,2007-09-15,64998 89,True,goed
John Hopkins,2016-03-11,18830 3,True,goed
Angela Snow,2019-04-21,80256 27,False,goed
Kristina Smith,2014-04-19,53466 92,True,slecht
Nicholas Kim,2004-09-25,27079 91,True,slecht
James Barrett,2014-01-14,44264 68,True,slecht
Matthew Velez,2006-11-19,34953 21,True,goed
Mrs. Cynthia Williamson DDS,2005-04-20,86185 56,False,goed
Derrick Ray,2020-05-07,95252 22,True,goed
Cheryl Nguyen,2011-05-05,93487 54,False,goed
Brenda Carter,2013-01-31,25425 46,False,slecht
Rachel Compton,2007-01-26,84654 92,False,slecht
Michael Sherman,2011-03-27,24592 97,True,goed
Rebecca Bell,2020-08-20,27727 2,False,slecht
Timothy Salinas,2004-08-21,86213 12,False,slecht
Eric Herrera,2009-05-23,10180 24,False,slecht
Andrew Gonzalez,2021-08-23,92534 100,True,slecht
Andrea Boone,2012-12-15,14045 98,False,goed
Julie Hudson,2015-02-04,91690 69,False,goed
Greg Brandt,2021-07-03,67435 73,False,slecht
Cynthia Long,2017-08-04,26190 8,True,goed
Sarah Martin,2017-06-05,92141 57,True,goed
Jessica Sanchez,2013-03-05,85503 24,False,goed
Mr. Aaron Graham,2020-08-24,29278 7,False,goed
Danielle Wallace,2008-01-07,73026 90,False,slecht
Haley Hill DDS,2006-02-19,24213 78,True,slecht
Oscar Fritz,2009-08-05,68628 69,False,goed
Joseph Thompson,2011-11-07,47562 85,True,goed
Hailey Ashley,2005-08-09,06132 77,True,slecht
Brittany Gonzales,2004-11-11,73382 75,False,slecht
Ashley Bell,2016-12-31,21737 79,True,goed
Jessica Lee,2013-08-29,03683 96,True,goed
Tim Burns,2021-08-21,63408 76,False,slecht
Craig Carter,2016-09-08,22280 76,False,goed
Kyle Peters,2005-08-13,47317 48,True,slecht
Adam Fischer,2014-12-16,77132 79,True,slecht
Brittany Lee,2009-03-28,60568 61,False,goed
Richard Townsend,2010-03-11,40091 35,True,goed
Michael Johnson,2010-05-16,25357 92,True,slecht
Thomas Riley,2019-12-19,28686 28,False,goed
Ashley Wagner,2005-03-25,66851 18,False,goed
Erin Hamilton,2008-03-19,90513 13,False,slecht
Kathleen Watts,2010-05-01,24228 70,False,slecht
Mark Robinson,2013-05-05,66352 92,False,slecht
Jean Mclaughlin,2019-12-23,79220 90,True,slecht
Ryan Ortiz,2011-10-16,01201 51,True,goed
Mary Allen,2015-06-29,78911 28,False,slecht
Laurie Chen,2012-04-06,58200 64,False,goed
Victoria Jensen,2012-01-08,15018 4,True,goed
Veronica Garcia,2013-02-16,06951 4,False,slecht
Matthew Ingram,2005-01-23,61431 54,True,slecht
Sheila Carlson,2018-02-22,74748 13,False,slecht
Michael Wolfe,2018-06-21,73172 64,False,slecht
Alexis Marshall,2017-03-21,06210 69,False,goed
Allison Hanson,2007-07-12,73565 98,True,goed
Rebecca Mendez,2004-07-16,87982 55,True,goed
Brianna Stewart,2009-08-17,81720 21,True,goed
Diana Wilson,2022-04-22,67676 13,False,goed
Kenneth Melton,2006-06-02,89109 2,False,goed
Christian Richards,2006-02-03,78394 60,False,goed
Tammy Goodwin,2013-02-17,88420 43,True,slecht
Robin Wise,2011-05-25,62804 2,True,slecht
Michelle Flores,2021-01-27,49445 51,False,slecht
Brenda Clark,2021-01-08,15479 37,True,slecht
Leslie Goodwin,2012-03-24,19454 19,True,goed
